source_row_id,source_platform,scraped_date,name,address,city,postcode,neighbourhood,phone,website,cuisine,price_band,rating,review_count,fullservice_keyword_filter,fullservice_llm_filter,fullservice_llm_confidence,pos_system,pos_signal,pos_eligibility,chain_size_bucket,restaurant_group
R002526,tablefind,2026-07-05,Basil and Bone Smoothie,463 W Serra Boulevard,Verano Bay,40375,Marisol,,https://www.basilbonesmoothie.example,Barbecue,$$,4.0,463,pass,fail,0.79,unknown,none,unknown,SME,
R000362,dineline,2026-06-30,Cardinal Trattoria,2469 S Rivermead St,Verano Bay,40638,Miradero,5559319919,https://www.cardinaltrattoria.example,Greek,$$$$,4.6,1349,pass,pass,0.91,-,none,unknown,SME,
R000301,civicpages,2026-07-20,The Magpie Steakhouse,6636 West Calder Ave,Verano Bay,40482,Calder Park,(555) 135-9326,https://www.magpiesteakhouse.example,Mediterranean,$$,4.1,352,pass,pass,0.88,UNKNOWN,none,unknown,SME,
R001746,dineline,2026-07-12,Pike Cantina - Quarry End,376 East Lindmere Blvd,Verano Bay,40630,Cedar Cross,555-484-7090,https://www.pikecantina.example,Mexican,$$$,4.6,452,pass,pass,0.89,ORBIT,website_fingerprint,pass,SME,
R000545,tablefind,2026-07-22,Harrow Kitchen Restaurant,"379 W Prospect Blvd, Verano Bay",Verano Bay,40786,Stillwater,+1 555 716 0675,https://www.harrowkitchen.example,Thai,$,3.6,1385,pass,pass,0.79,N/A,none,unknown,SME,
R000635,tablefind,2026-07-15,Foxglove House - Stillwater,2737 N Fennimore Boulevard,Verano Bay,40433,Ferrymead,(555) 330-5692,,Indian,$$,3.7,453,pass,pass,0.78,not found,none,unknown,SME,
R003063,bookwell,2026-07-07,Marigold Cafe 1,2639 W Lindmere Blvd,Verano Bay,40242,Marisol,+1 555 936 5047,https://www.marigoldcafe1.example,French,$$$,3.6,1942,fail,fail,0.92,UNKNOWN,none,unknown,SME,
R003102,tablefind,2026-07-04,Inkwell Dining Room,7836 E Mallow Rd,Verano Bay,40626,Windrow,(555) 333-1445,https://www.inkwelldiningroom.example,Korean,$$,4.0,353,pass,pass,0.86,not found,none,unknown,mid-cap,Inkwell Group
R002588,civicpages,2026-07-19,Dovetail Cafe,5618 W Quinton St,Verano Bay,40308,Stillwater,(555) 520-0975,https://www.dovetailcafe.example,French,$$,4.3,949,fail,fail,0.77,-,none,unknown,SME,
R001912,tablefind,2026-07-21,Foxglove Tavern Restaurant,"1908 N Calder Ave, Verano Bay",Verano Bay,40687,Templeton,5556019822,https://www.foxglovetavern.example,Thai,$$,4.0,828,pass,pass,0.81,rivet,website_fingerprint,fail,SME,
R001884,dineline,2026-07-05,Thicket Cantina,1046 E Wexley St,Verano Bay,40192,Ashgrove,555-308-9172,https://www.thicketcantina.example,Japanese,$$,4.1,2056,pass,pass,0.76,-,none,unknown,SME,
R001380,civicpages,2026-07-16,Sparrow Osteria - Sunfield,7264 West Tarrow Avenue,Verano Bay,40237,Windrow,555-847-7646,https://www.sparrowosteria.example,Korean,$$$$,4.1,704,pass,pass,0.86,,none,unknown,SME,
R001000,roamly,2026-07-24,Foxtail Table,6682 N Vance St,Verano Bay,40407,Lantern Hill,555.851.0642,,Indian,$$,4.9,1154,pass,pass,0.83,n/a,none,unknown,SME,
R002264,atlasmaps,2026-07-09,GALLOW EXPRESS,472 S Calder Street,Verano Bay,40491,Kingsway,+1 555 988 6459,,Seafood,$$,4.1,346,pass,fail,0.99,not found,none,unknown,SME,
R000947,bookwell,2026-07-11,Juniper Steakhouse Verano Bay,1413 East Bayard Blvd,Verano Bay,40159,Windrow,5556952761,https://www.junipersteakhouse.example,Korean,$$$,4.0,1088,pass,pass,0.74,not found,none,unknown,SME,
R001221,civicpages,2026-07-28,Lantern Brasserie,7848 W Cortez St,Verano Bay,40375,Greenhithe,5557964799,https://www.lanternbrasserie.example,Barbecue,$$$,4.3,1284,pass,pass,0.96,Salt Box,website_fingerprint,fail,SME,
R001413,dineline,2026-07-27,Yarrow Wine Bar,390 S Wexley St,Verano Bay,40135,Corvo Heights,(555) 439-7505,https://www.yarrowwinebar.example,Italian,$$$,4.5,1274,pass,pass,0.93,n/a,none,unknown,SME,
R003344,tablefind,2026-07-14,Alder Trattoria,6511 N Cortez Rd,Verano Bay,40558,Cedar Cross,(555) 289-8870,https://www.aldertrattoria.example,Mediterranean,$,3.8,1734,pass,pass,0.93,n/a,none,unknown,large,Alder Inc
R000325,atlasmaps,2026-07-22,Bluebird Taqueria,2581 E Vance Blvd,Verano Bay,40669,Marisol,555-565-8909,https://www.bluebirdtaqueria.example,Ethiopian,$$,4.5,689,pass,pass,0.84,UNKNOWN,none,unknown,SME,
R002861,bookwell,2026-06-30,Kinship Boba Verano Bay,5944 North Ashfield Avenue,Verano Bay,40625,Stillwater,555-543-9711,,Thai,$$,4.7,679,pass,fail,0.74,not found,none,unknown,SME,
R002930,dineline,2026-07-28,Magpie Kiosk,1827 E Calder Ave,Verano Bay,40318,Alder Heights,555-377-2256,,Barbecue,$$,4.2,52,fail,fail,0.97,Unknown,none,unknown,SME,
R002478,civicpages,2026-06-30,Kinship Creamery - Miradero,"148 W Quinton St, Verano Bay",Verano Bay,40256,Bramble Row,+1 555 633 6290,,Ethiopian,$$,4.6,794,fail,fail,0.73,-,none,unknown,SME,
R002694,dineline,2026-07-09,Sable Juice Bar,222 S Cortez Rd,Verano Bay,40445,Fox Hollow,+15557989043,,Seafood,$$$,4.2,28,pass,fail,0.75,n/a,none,unknown,SME,
R000618,atlasmaps,2026-07-28,Nine Bridges Dining Room,176 W Cortez Rd,Verano Bay,40631,Marisol,+1 555 772 5087,https://www.ninebridgesdiningroom.example,Ethiopian,$$$,3.3,702,pass,pass,0.85,,none,unknown,SME,
R001823,atlasmaps,2026-07-19,Tin Roof Cantina - Windrow,1698 West Halloway Road,Verano Bay,40322,Windrow,555.250.5310,,Korean,$$,3.6,371,pass,pass,0.98,,none,unknown,SME,
R001103,tablefind,2026-07-01,Redbird Taqueria,7735 N Bayard Ave,Verano Bay,40144,Harbor Point,555-205-1354,https://www.redbirdtaqueria.example,French,$,4.7,595,pass,pass,0.87,CADENCE,website_fingerprint,fail,SME,
R002837,dineline,2026-07-01,Hearth Food Truck,5580 W Cortez St,Verano Bay,40791,Harbor Point,+15552090782,https://www.hearthfoodtruck.example,Italian,$,4.2,130,pass,fail,0.81,Ironclad,website_fingerprint,fail,SME,
R003082,atlasmaps,2026-06-30,PERSIMMON TRATTORIA,1339 N Bayard Ave,Verano Bay,40788,Calder Park,5552047630,https://www.persimmontrattoria.example,Thai,$$$$,3.4,821,pass,pass,0.73,,none,unknown,mid-cap,Persimmon Group
R002970,civicpages,2026-07-09,Verde Cafe 1,7754 N Prospect Blvd,Verano Bay,40744,Greenhithe,(555) 339-6830,https://www.verdecafe1.example,Japanese,$$$,4.1,59,pass,fail,0.73,-,none,unknown,SME,
R002382,civicpages,2026-07-08,The Vesper Juice Bar,4553 E Ashfield Road,Verano Bay,40485,Ferrymead,+15554913725,,Thai,$,3.5,1348,fail,fail,0.96,Unknown,none,unknown,SME,
R001344,roamly,2026-07-16,Zephyr Brasserie,1595 W Bayard Ave,Verano Bay,40304,Marisol,+1 555 748 2588,https://www.zephyrbrasserie.example,Indian,$$$,4.3,672,pass,pass,0.96,UNKNOWN,none,unknown,SME,
R001485,atlasmaps,2026-07-02,Marrow Trattoria,4479 W Rivermead Rd,Verano Bay,40750,Cedar Cross,555-252-0315,https://www.marrowtrattoria.example,Seafood,$$$,3.2,548,pass,pass,0.74,n/a,none,unknown,SME,
R002420,dineline,2026-07-10,The Inkwell Express,380 South Fennimore Road,Verano Bay,40159,Cedar Cross,(555) 239-8856,https://www.inkwellexpress.example,Steakhouse,$$$$,4.3,1650,fail,fail,0.98,n/a,none,unknown,SME,
R003054,tablefind,2026-07-19,Harrow Coffee,3609 East Prospect Avenue,Verano Bay,40306,Bayview Flats,555-836-7190,https://www.harrowcoffee.example,Vietnamese,$$$,4.3,912,pass,fail,0.83,Unknown,none,unknown,SME,
R001418,bookwell,2026-07-15,VESPER TAVERN,5772 North Fennimore St,Verano Bay,40786,Bayview Flats,+1 555 757 9028,https://www.vespertavern.example,Korean,$$,4.3,1352,pass,pass,0.81,-,none,unknown,SME,
R002726,dineline,2026-07-21,Nightjar Juice Bar,3630 S Fennimore St,Verano Bay,40772,Marisol,+15556973352,,Mediterranean,$$$,3.6,668,fail,fail,0.97,unknown,none,unknown,SME,
R000621,civicpages,2026-07-15,Salt & Vine Cantina,6577 E Vance Blvd,Verano Bay,40793,Corvo Heights,,https://www.saltvinecantina.example,Vietnamese,$$$$,4.3,1352,pass,pass,0.95,UNKNOWN,none,unknown,SME,
R002435,dineline,2026-07-06,Plumb Express,2382 N Ashfield Ave,Verano Bay,40597,Sunfield,555.435.8141,,Mediterranean,$,3.6,1151,fail,fail,0.91,not found,none,unknown,SME,
R002747,atlasmaps,2026-07-11,Stonecutter To Go,7607 W Mallow St,Verano Bay,40603,Cedar Cross,+15553554732,https://www.stonecuttertogo.example,Barbecue,$$$$,4.0,96,fail,fail,0.82,n/a,none,unknown,SME,
R002875,roamly,2026-07-02,Stonecutter Coffee 1,7237 N Bayard Blvd,Verano Bay,40467,Old Mill,555.983.5438,https://www.stonecuttercoffee1.example,Korean,$$$,4.1,186,pass,fail,0.84,not found,none,unknown,SME,
R002120,tablefind,2026-07-13,Quill Bistro,1817 W Bayard Blvd,Verano Bay,40126,Calder Park,555.729.7537,https://www.quillbistro.example,Japanese,$$$,4.4,180,pass,pass,0.8,n/a,none,unknown,SME,
R003361,atlasmaps,2026-07-17,Loam Bistro,7235 West Prospect Boulevard,Verano Bay,40111,Windrow,+1 555 148 5078,https://www.loambistro.example,Contemporary,$$,4.4,412,pass,pass,0.91,unknown,none,unknown,large,Loam Inc
R002067,roamly,2026-07-18,Bramble Supper Club - Quarry End,1985 S Quinton Blvd,Verano Bay,40762,Windrow,(555) 398-3938,,Thai,$$,3.5,2140,pass,pass,0.85,UNKNOWN,none,unknown,SME,
R003460,civicpages,2026-07-24,Orchard Cantina,6961 S Quinton St,Kestrel Falls,40593,,+15558373595,https://www.orchardcantina.example,French,$$$,3.5,1099,pass,pass,0.84,,none,unknown,SME,
R002867,roamly,2026-07-25,Kinship Coffee 1,2772 W Halloway Blvd,Verano Bay,40650,Greenhithe,+1 555 543 2878,,Mexican,$,4.3,1077,pass,fail,0.85,n/a,none,unknown,SME,
R001385,bookwell,2026-07-17,Marigold Dining Room,7622 S Calder Rd,Verano Bay,40695,Harbor Point,+15559538751,https://www.marigolddiningroom.example,Polish,$,4.5,1535,pass,pass,0.75,saltbox,website_fingerprint,fail,SME,
R003212,roamly,2026-07-26,Fallowfield Chophouse,"3266 N Rivermead Blvd, Verano Bay",Verano Bay,40348,Templeton,5556720362,https://www.fallowfieldchophouse.example,Korean,$$,4.4,1110,pass,pass,0.8,unknown,none,unknown,mid-cap,Fallowfield Group
R000975,bookwell,2026-07-23,Plumb Smokehouse - Palisade Park,"1848 W Serra Ave, Verano Bay",Verano Bay,40427,Calder Park,+15556794118,https://www.plumbsmokehouse.example,Japanese,$$$,3.4,1265,pass,pass,0.77,Ironclad POS,website_fingerprint,fail,SME,
R002374,roamly,2026-07-28,Bramble Donuts,6019 E Bayard Rd,Verano Bay,40255,Quarry End,+1 555 458 6516,,Spanish,$,3.8,804,pass,fail,0.89,N/A,none,unknown,SME,
R003411,roamly,2026-07-03,Roan House,3569 E Wexley St,Calla Ridge,40697,,+15554539771,https://www.roanhouse.example,Ethiopian,$$,3.7,868,pass,pass,0.85,not found,none,unknown,SME,
R002663,bookwell,2026-07-13,Copper Deli,3592 W Quinton Ave,Verano Bay,40264,Sablewood,(555) 321-9027,https://www.copperdeli.example,Peruvian,$$$,3.9,304,pass,fail,0.89,not found,none,unknown,SME,
R002579,atlasmaps,2026-07-02,Stonecutter Coffee,7633 N Fennimore Blvd,Verano Bay,40141,Ferrymead,+1 555 795 3481,,Greek,$$,3.4,1257,fail,fail,0.88,n/a,none,unknown,SME,
R000348,tablefind,2026-07-17,Olive & Ash Supper Club,5870 S Rivermead Rd,Verano Bay,40637,Marisol,555.767.7285,,Contemporary,$$$,3.8,1880,pass,pass,0.75,N/A,none,unknown,SME,
R003492,atlasmaps,2026-07-24,Magpie Dining Room,6762 S Quinton Ave,Calla Ridge,40780,,+1 555 325 7433,https://www.magpiediningroom.example,French,$$$$,4.1,1498,pass,pass,0.84,,none,unknown,SME,
R002045,bookwell,2026-07-09,The Basil & Bone Tavern,1955 S Quinton Avenue,Verano Bay,40670,Cedar Cross,555.788.5534,https://www.basilbonetavern.example,Steakhouse,$$$,3.8,1982,pass,pass,0.77,-,none,unknown,SME,
R000208,roamly,2026-06-30,Silverfin Kitchen,1686 W Prospect Blvd,Verano Bay,40142,Old Mill,555.698.0614,https://www.silverfinkitchen.example,Korean,$$$$,4.0,602,pass,pass,0.97,Ironclad,website_fingerprint,fail,SME,
R002669,roamly,2026-07-21,Redbird Creamery 1,1961 W Calder Ave,Verano Bay,40743,Templeton,555.233.7802,https://www.redbirdcreamery1.example,Thai,$$$,4.2,283,fail,fail,0.77,-,none,unknown,SME,
R002300,tablefind,2026-07-13,Motherland Smoothie,1222 S Rivermead Boulevard,Verano Bay,40235,Quarry End,(555) 570-7856,https://www.motherlandsmoothie.example,Mexican,$,4.0,218,pass,fail,0.94,N/A,none,unknown,SME,
R000097,dineline,2026-07-17,Gallow Brasserie,5773 W Calder Rd,Verano Bay,40268,Bramble Row,5553333266,https://www.gallowbrasserie.example,Greek,$$$,4.8,897,pass,pass,0.85,not found,none,unknown,SME,
R002436,bookwell,2026-07-17,Plumb Express - Ferrymead,2382 North Ashfield Avenue,Verano Bay,40660,Sunfield,(555) 435-8141,,Mediterranean,$,3.7,1484,pass,fail,0.9,n/a,none,unknown,SME,
R001096,atlasmaps,2026-07-19,Cardinal Brasserie,4068 N Ashfield St,Verano Bay,40194,Templeton,555.425.9497,https://www.cardinalbrasserie.example,Vietnamese,$$$,3.6,1061,pass,pass,0.97,-,none,unknown,SME,
R002117,dineline,2026-07-07,Harrow Dining Room - Windrow,"1511 S Halloway Blvd, Verano Bay",Verano Bay,40431,Greenhithe,(555) 856-1170,https://www.harrowdiningroom.example,Spanish,$$$,3.9,665,pass,pass,0.82,n/a,none,unknown,SME,
R002511,dineline,2026-06-30,The Motherland Creamery,4999 West Rivermead Rd,Verano Bay,40259,Sunfield,+1 555 827 6490,https://www.motherlandcreamery.example,Steakhouse,$$$,3.5,1137,pass,fail,0.97,-,none,unknown,SME,
R001215,atlasmaps,2026-07-07,Vesper Bistro,1076 N Ashfield Blvd,Verano Bay,40567,Kingsway,+15556592723,,Indian,$$$,3.6,454,pass,pass,0.9,,none,unknown,SME,
R001387,tablefind,2026-07-14,Kinship Wine Bar,4362 N Prospect Blvd,Verano Bay,40126,Fox Hollow,(555) 979-2803,,Ethiopian,$$$,4.1,991,pass,pass,0.77,not found,none,unknown,SME,
R001011,bookwell,2026-07-15,Plumb Kitchen,7039 W Calder Blvd,Verano Bay,40240,Windrow,+1 555 796 8259,https://www.plumbkitchen.example,Barbecue,$$$$,3.9,1495,pass,pass,0.89,unknown,none,unknown,SME,
R001707,tablefind,2026-07-26,INKWELL OYSTER BAR,771 W Calder St,Verano Bay,40354,Greenhithe,555.418.9428,https://www.inkwelloysterbar.example,French,$$,4.0,896,pass,pass,0.91,,none,unknown,SME,
R002810,civicpages,2026-07-18,Bellwether Sandwich Shop 1 - Templeton,6804 W Ashfield St,Verano Bay,40160,Miradero,+1 555 265 3903,https://www.bellwethersandwichshop.example,Indian,$,4.2,1970,fail,fail,0.82,Salt Box,website_fingerprint,fail,SME,
R000687,bookwell,2026-07-04,Wren Chophouse - Harbor Point,485 W Tarrow Rd,Verano Bay,40511,Ashgrove,555.909.3269,https://www.wrenchophouse.example,Vietnamese,$$$,3.9,1298,pass,pass,0.9,n/a,none,unknown,SME,
R000229,roamly,2026-07-19,Redbird House,3159 E Serra Blvd,Verano Bay,40638,Old Mill,555-905-4701,https://www.redbirdhouse.example,Thai,$$,4.8,2116,pass,pass,0.8,unknown,none,unknown,SME,
R000897,atlasmaps,2026-07-17,Olive & Ash Kitchen,2495 S Rivermead Ave,Verano Bay,40709,Old Mill,555-221-8191,https://www.oliveashkitchen.example,Polish,$$,4.1,1373,pass,pass,0.93,,none,unknown,SME,
R000351,tablefind,2026-07-17,Gallow House Verano Bay,985 East Ashfield Road,Verano Bay,40532,Templeton,5559008040,https://www.gallowhouse.example,Polish,$$$,3.4,1308,pass,pass,0.87,Fernpost,website_fingerprint,fail,SME,
R003141,tablefind,2026-07-23,Halcyon Table,2531 N Mallow Ave,Verano Bay,40769,Fox Hollow,555-531-3455,https://www.halcyontable.example,Steakhouse,$$$,3.8,933,pass,pass,0.81,N/A,none,unknown,mid-cap,Halcyon Group
R003106,dineline,2026-07-02,Magpie Osteria,6976 East Cortez Rd,Verano Bay,40788,Stillwater,555-474-5450,https://www.magpieosteria.example,Spanish,$$,4.5,111,pass,pass,0.74,UNKNOWN,none,unknown,mid-cap,Magpie Group
R002733,atlasmaps,2026-07-27,Sable Cafe,7609 S Tarrow Rd,Verano Bay,40293,Sablewood,555-830-5625,,Vietnamese,$$,4.3,446,fail,fail,0.76,not found,none,unknown,SME,
R001676,tablefind,2026-07-17,Umber Kitchen Restaurant,6495 North Bayard Road,Verano Bay,40712,Harbor Point,(555) 449-8678,https://www.umberkitchen.example,Korean,$,4.4,1413,pass,pass,0.9,Ironclad POS,website_fingerprint,fail,SME,
R001127,civicpages,2026-07-27,Tallgrass Osteria,2211 N Bayard Blvd,Verano Bay,40401,Marisol,(555) 491-9739,,Italian,$$$,4.0,96,pass,pass,0.91,Unknown,none,unknown,SME,
R001450,civicpages,2026-06-30,Alder Table - Rivera District,1471 East Fennimore St,Verano Bay,40276,Sablewood,+1 555 144 5820,https://www.aldertable.example,Seafood,$$$$,4.1,1132,pass,pass,0.88,Unknown,none,unknown,SME,
R000059,tablefind,2026-07-21,Ironwood Oyster Bar,6915 East Rivermead Rd,Verano Bay,40732,Sunfield,5557964038,https://www.ironwoodoysterbar.example,Peruvian,$$$,4.5,727,pass,pass,0.87,,none,unknown,SME,Ironwood Hospitality
R002911,civicpages,2026-07-26,Nightjar Smoothie 1 2 3,1793 W Serra Ave,Verano Bay,40201,Corvo Heights,555-499-2643,https://www.nightjarsmoothie123.example,Polish,$$$$,4.5,601,fail,fail,0.81,Vellum POS,website_fingerprint,pass,SME,
R000005,dineline,2026-07-04,Sable Brasserie,7243 West Bayard Avenue,Verano Bay,40407,Rivera District,555-467-2602,https://www.sablebrasserie.example,Korean,$$,3.6,954,pass,pass,0.99,not found,none,unknown,mid-cap,Sable Hospitality Group
R000639,atlasmaps,2026-07-11,Prairie Bistro,4391 S Wexley Blvd,Verano Bay,40771,Miradero,555-389-2910,,Korean,$$,4.4,72,pass,pass,0.98,,none,unknown,SME,
R003198,dineline,2026-07-13,Tallgrass Grill,"2796 N Mallow St, Verano Bay",Verano Bay,40731,Fox Hollow,(555) 961-8056,https://www.tallgrassgrill.example,Contemporary,$$$,4.0,158,pass,pass,0.83,Unknown,none,unknown,mid-cap,Tallgrass Group
R000309,bookwell,2026-07-02,Yarrow Oyster Bar,"3790 W Bayard Rd, Verano Bay",Verano Bay,40568,Bayview Flats,+15556342622,https://www.yarrowoysterbar.example,Peruvian,$$$,4.4,1215,pass,pass,0.78,cadence flex,website_fingerprint,fail,SME,
R001108,civicpages,2026-07-07,Mercado Room,7800 E Halloway Rd,Verano Bay,40202,Kingsway,+15552421511,https://www.mercadoroom.example,Thai,$,3.9,1623,pass,pass,0.83,not found,none,unknown,SME,
R003019,atlasmaps,2026-07-16,Driftwood Bakery Verano Bay,6371 East Ashfield St,Verano Bay,40609,Templeton,555-425-4748,,Peruvian,$$,4.0,1355,pass,fail,0.84,n/a,none,unknown,SME,
R001637,atlasmaps,2026-07-06,Blue Heron Oyster Bar,"6990 N Tarrow Rd, Verano Bay",Verano Bay,40652,Harbor Point,,https://www.blueheronoysterbar.example,Ethiopian,$$$,4.5,634,pass,pass,0.91,orbit systems,website_fingerprint,pass,SME,
R000274,civicpages,2026-07-08,Nightjar Oyster Bar,3502 S Mallow Blvd,Verano Bay,40405,Kingsway,555-756-4544,https://www.nightjaroysterbar.example,Polish,$$$,4.2,1506,pass,pass,0.97,Unknown,none,unknown,SME,
R000585,bookwell,2026-07-06,Loam Steakhouse - Ferrymead,1303 North Vance Street,Verano Bay,40415,Kingsway,555-782-7621,https://www.loamsteakhouse.example,Spanish,$$$$,4.1,1120,pass,pass,0.73,-,none,unknown,SME,
R003051,tablefind,2026-07-09,Cinder Smoothie 1 - Cedar Cross,1811 E Mallow Street,Verano Bay,40341,Greenhithe,(555) 214-8121,https://www.cindersmoothie1.example,Seafood,$,3.8,961,pass,fail,0.74,Unknown,none,unknown,SME,
R001631,bookwell,2026-07-10,Rosewater Taqueria,701 N Ashfield Ave,Verano Bay,40698,Fox Hollow,5558355006,https://www.rosewatertaqueria.example,Italian,$$,4.8,1481,pass,pass,0.79,n/a,none,unknown,SME,
R000735,dineline,2026-07-26,Loam Alehouse Verano Bay,3327 South Ashfield Boulevard,Verano Bay,40614,Templeton,555.861.3833,,Greek,$$$$,4.0,879,pass,pass,0.89,Unknown,none,unknown,SME,
R001948,tablefind,2026-07-15,Motherland Wine Bar,5873 N Halloway Rd,Verano Bay,40457,Corvo Heights,555-636-9899,,Seafood,$$,3.7,1391,pass,pass,0.82,-,none,unknown,SME,
R002935,roamly,2026-07-03,UNDERSTORY FOOD TRUCK,"3636 S Prospect Rd, Verano Bay",Verano Bay,40297,Old Mill,555-157-7807,,Steakhouse,$$,3.4,1475,fail,fail,0.74,not found,none,unknown,SME,
R003425,roamly,2026-07-25,Bramble Dining Room,4576 N Fennimore Rd,Port Adair,40574,,555.323.4308,https://www.bramblediningroom.example,Mediterranean,$$$$,4.1,1875,pass,pass,0.88,Vellum POS,website_fingerprint,pass,SME,
R001082,roamly,2026-07-17,Juniper Oyster Bar,4332 E Prospect Rd,Verano Bay,40480,Lantern Hill,5555954402,https://www.juniperoysterbar.example,Ethiopian,$$$$,4.4,881,pass,pass,0.87,-,none,unknown,SME,
R000596,roamly,2026-07-11,Yarrow Alehouse,3986 S Mallow Ave,Verano Bay,40378,Cedar Cross,+1 555 448 4520,https://www.yarrowalehouse.example,Polish,$$,4.6,1701,pass,pass,0.87,n/a,none,unknown,SME,
R002353,roamly,2026-07-01,Cobalt Bakery,1566 S Tarrow Ave,Verano Bay,40636,Marisol,+1 555 515 1007,https://www.cobaltbakery.example,Barbecue,$$,4.6,1080,fail,fail,0.95,IRONCLAD,website_fingerprint,fail,SME,
R000226,tablefind,2026-07-02,Cobalt Supper Club,5792 East Quinton Street,Verano Bay,40580,Marisol,+15552993532,https://www.cobaltsupperclub.example,French,$$,4.3,512,pass,pass,0.83,Rivet Pay,website_fingerprint,fail,SME,
R001583,tablefind,2026-07-23,Amber Oyster Bar,3146 N Prospect St,Verano Bay,40423,Sunfield,+15554445800,https://www.amberoysterbar.example,Korean,$,4.4,1115,pass,pass,0.76,Unknown,none,unknown,SME,
R000050,civicpages,2026-07-20,Prairie Steakhouse,2552 S Fennimore St,Verano Bay,40210,Fox Hollow,555.999.2783,https://www.prairiesteakhouse.example,Vietnamese,$$$,3.5,1874,pass,pass,0.89,Cadence Station,website_fingerprint,fail,mid-cap,Prairie Table Group
R001604,atlasmaps,2026-07-17,Olive & Ash Trattoria - Miradero,2463 W Halloway Road,Verano Bay,40697,Greenhithe,+1 555 457 1339,,Indian,$$,4.0,207,pass,pass,0.73,-,none,unknown,SME,
R003491,atlasmaps,2026-07-15,Stonecutter Wine Bar,1544 W Halloway Rd,Northmoor,40211,,5555182387,https://www.stonecutterwinebar.example,French,$$,4.5,1273,pass,pass,0.76,N/A,none,unknown,SME,
